Case ID, Side Force, Pitching Moment, Normal Force, Yawing Moment , Rolling Moment, Axial Force, Dynamic Pressure, Static Pressure, Air Speed
9,0.225911,-2.473934,-7.220201,-0.317709,-0.722229,-0.388871,0.148398,0.000366,136.865649
9,0.226608,-2.476565,-7.248138,-0.307555,-0.711042,-0.381449,0.148177,0.000244,136.76376
9,0.218167,-2.459266,-7.216933,-0.337825,-0.830264,-0.364104,0.148155,0.000328,136.753505
9,0.21641,-2.494504,-7.251275,-0.323126,-0.711595,-0.379092,0.148292,0.000492,136.816662
9,0.225023,-2.586368,-7.270977,-0.263391,-0.651874,-0.409544,0.148385,0.000384,136.859559
9,0.226841,-2.632791,-7.302682,-0.281106,-0.561971,-0.417625,0.148311,0.000281,136.825287
9,0.218845,-2.426965,-7.229898,-0.33048,-0.72648,-0.372022,0.148177,0.000069,136.763543
9,0.229139,-2.585136,-7.310929,-0.289875,-0.539487,-0.402185,0.148039,0.000088,136.699913
9,0.222166,-2.50092,-7.247256,-0.305729,-0.719002,-0.389991,0.148056,0.000358,136.707607
9,0.231201,-2.533487,-7.276083,-0.267735,-0.661397,-0.400245,0.14824,0.000549,136.792822
9,0.22624,-2.404695,-7.212649,-0.321253,-0.82419,-0.360184,0.148353,0.000458,136.845014
9,0.219375,-2.512013,-7.282937,-0.329736,-0.755741,-0.383274,0.148357,0.000339,136.846682
10,0.250997,-0.880652,-7.442695,0.237309,0.667609,0.028724,0.148225,-0.000461,136.785943
10,0.26026,-0.894172,-7.475342,0.231671,0.213249,0.014442,0.148314,-0.000242,136.827039
10,0.253033,-0.848494,-7.424694,0.160429,0.256833,0.023617,0.148389,-0.000422,136.861585
10,0.250108,-0.890921,-7.502143,0.127558,0.307045,0.02612,0.148251,-0.000547,136.797656
10,0.25344,-0.921388,-7.434328,0.093633,0.515119,0.030058,0.1481,-0.00053,136.728262
10,0.258289,-0.959802,-7.497224,0.115458,0.279237,0.002037,0.148061,-0.000238,136.710085
10,0.257479,-0.951495,-7.463214,0.107916,0.172607,0.017035,0.148236,-0.000215,136.790751
10,0.258163,-0.859984,-7.425853,0.179073,0.346011,0.034306,0.148323,-0.000109,136.830786
10,0.254262,-0.892297,-7.497312,0.171989,0.370644,0.027194,0.148541,-0.000177,136.931404
10,0.238587,-0.868301,-7.449143,0.239546,0.53256,0.033204,0.148451,-0.000392,136.889954
10,0.245556,-0.900518,-7.399106,0.170681,0.331591,0.033439,0.148199,-0.000343,136.773803
10,0.262261,-0.925583,-7.421017,0.187604,0.106659,0.02482,0.148184,-0.000293,136.766989
10,0.260885,-0.971623,-7.451822,0.156424,0.219937,0.008783,0.148229,-0.000281,136.787633
10,0.245895,-0.954963,-7.562455,0.077467,-0.004802,0.009388,0.148232,-0.000366,136.788823
10,0.232835,-0.885293,-7.455645,0.108751,0.368811,0.018884,0.148103,-0.000331,136.729534
10,0.256023,-0.965196,-7.480597,0.135509,0.102926,0.017688,0.148166,-0.000143,136.758574
10,0.26435,-0.904888,-7.530583,0.039989,0.166121,0.021506,0.148305,-0.00009,136.822883
10,0.26037,-0.879473,-7.435313,0.115895,0.242477,0.035666,0.148422,-0.000153,136.876544
10,0.229384,-0.88201,-7.379836,0.149513,0.045479,0.049479,0.148464,-0.000278,136.896058
10,0.249428,-0.906446,-7.490351,0.116072,0.351193,0.020361,0.148322,-0.000392,136.830505
10,0.257145,-0.88842,-7.34865,0.128097,0.360307,0.023544,0.148311,-0.0003,136.825489
